accession,genename,GOIDs,localizations,organism,type
D3ZWL1,Skil,GO:0000978; GO:0001227; GO:0001669; GO:0001825; GO:0002260; GO:0003682; GO:0005634; GO:0007050; GO:0007179; GO:0007283; GO:0030512; GO:0030514; GO:0032991; GO:0034097; GO:0045596; GO:0046332; GO:0048666; GO:0050772; GO:0070306; GO:1902043; GO:1902231,,Rattus norvegicus (Rat),Background Only
Q9QYW5,Emp3,GO:0005886; GO:0008219; GO:0016021; GO:0032060,Membrane,Rattus norvegicus (Rat),Background Only
A8ASI9,Bid,GO:0001836; GO:0005829; GO:0006626; GO:0006919; GO:0010918; GO:0031625; GO:0032464; GO:0032592; GO:0042127; GO:0042775; GO:0046982; GO:0051260; GO:0090200; GO:0097191; GO:0097284; GO:0097345; GO:1902230; GO:2000045; GO:2000271,,Rattus norvegicus (Rat),Background Only
Q9JLT6,Bid,GO:0001836; GO:0002931; GO:0005739; GO:0005741; GO:0005829; GO:0006626; GO:0006919; GO:0007420; GO:0008637; GO:0010918; GO:0031625; GO:0032355; GO:0032464; GO:0032592; GO:0034263; GO:0034349; GO:0042127; GO:0042775; GO:0046982; GO:0051260; GO:0090200; GO:0097191; GO:0097284; GO:0097345; GO:1902230; GO:2000045; GO:2000271; GO:2001238; GO:2001244,Cytoplasm; Mitochondrion membrane; Mitochondrion outer membrane,Rattus norvegicus (Rat),Background Only
D3ZQP6,Sema7a,GO:0001755; GO:0005178; GO:0005615; GO:0005887; GO:0007229; GO:0009897; GO:0021988; GO:0030215; GO:0030335; GO:0045499; GO:0045773; GO:0048675; GO:0048843; GO:0050727; GO:0050919; GO:0060907; GO:0070374; GO:0071526,,Rattus norvegicus (Rat),Background Only
D3ZRN3,Actbl2,GO:0005524; GO:0005737; GO:0015629; GO:0098978,Cytoplasm; Cytoskeleton,Rattus norvegicus (Rat),Background Only
Q562C0,Pkp2,GO:0005886; GO:0010765; GO:0017080; GO:0044325; GO:0071253; GO:0072659; GO:0086064; GO:0098609,,Rattus norvegicus (Rat),Background Only
A0A0U1RRZ3,Nkrf,GO:0000978; GO:0005634; GO:0005654; GO:0005730; GO:0045892,,Rattus norvegicus (Rat),Background Only
B5DFG5,Sept6,GO:0003924; GO:0005525; GO:0005940; GO:0008021; GO:0015630; GO:0031105; GO:0032154; GO:0032173; GO:0043679; GO:0060271; GO:0061640; GO:0097227,,Rattus norvegicus (Rat),Background Only
Q5BK26,Pnpla7,GO:0004622; GO:0005765; GO:0005783; GO:0016021; GO:0016042; GO:0031965; GO:0031966; GO:0052689,Membrane; Nucleus membrane; Mitochondrion membrane; Lysosome membrane; Microsome membrane,Rattus norvegicus (Rat),In NodeList Only
O88813,Acsl5,GO:0003996; GO:0004467; GO:0005524; GO:0005739; GO:0005741; GO:0005789; GO:0006631; GO:0007584; GO:0008654; GO:0009744; GO:0009749; GO:0010747; GO:0010867; GO:0015908; GO:0016021; GO:0032000; GO:0032869; GO:0035338; GO:0070723; GO:0102391,Mitochondrion; Endoplasmic reticulum; Mitochondrion outer membrane; Endoplasmic reticulum membrane; Cell membrane,Rattus norvegicus (Rat),In NodeList Only
P12001,Rpl18,GO:0002181; GO:0003735; GO:0005791; GO:0022625; GO:0042788; GO:0045202; GO:0097421,Cytoplasm; Cytosol; Rough endoplasmic reticulum,Rattus norvegicus (Rat),In NodeList Only
P28480,Tcp1,GO:0000242; GO:0000792; GO:0001669; GO:0002199; GO:0005524; GO:0005720; GO:0005794; GO:0005832; GO:0005874; GO:0006457; GO:0007286; GO:0007339; GO:0031625; GO:0032212; GO:0044053; GO:0044297; GO:0050821; GO:0051082; GO:0051973; GO:0090666; GO:1901998; GO:1904851; GO:1904874; GO:2000109,Cytoplasm; Cytosol; Cytoskeleton; Microtubule organizing center; Centrosome,Rattus norvegicus (Rat),In NodeList Only
Q8BVI5,Stx16,GO:0000139; GO:0000149; GO:0005484; GO:0005737; GO:0005794; GO:0005802; GO:0005829; GO:0006886; GO:0006906; GO:0012505; GO:0016020; GO:0016021; GO:0019905; GO:0030285; GO:0031201; GO:0031985; GO:0042147; GO:0043231; GO:0048278; GO:0048471; GO:0090161,Golgi apparatus membrane,Mus musculus (Mouse),In NodeList Only
P16617,Pgk1,GO:0004618; GO:0005524; GO:0005829; GO:0005975; GO:0006094; GO:0006096; GO:0016310; GO:0043531; GO:1903862,Cytoplasm,Rattus norvegicus (Rat),In NodeList Only
P10719,Atp5f1b,GO:0000275; GO:0001889; GO:0005509; GO:0005524; GO:0005739; GO:0005743; GO:0005753; GO:0006898; GO:0009631; GO:0009986; GO:0010042; GO:0016887; GO:0030228; GO:0042776; GO:0043531; GO:0045121; GO:0045261; GO:0046034; GO:0046933; GO:1901653; GO:1904643; GO:1905242,Mitochondrion inner membrane,Rattus norvegicus (Rat),In NodeList Only
Q6PDS3,Sarm1,GO:0005737; GO:0005739; GO:0005874; GO:0007165; GO:0009749; GO:0015630; GO:0030054; GO:0030424; GO:0030425; GO:0031315; GO:0034128; GO:0035591; GO:0042981; GO:0045087; GO:0045202; GO:0048678; GO:0048814; GO:1901214,Cytoplasm; Cell projection; Axon; Dendrite; Cell junction; Synapse; Mitochondrion,Mus musculus (Mouse),In NodeList Only
P25286,Atp6v0a1,GO:0000220; GO:0005886; GO:0007035; GO:0008021; GO:0016471; GO:0030285; GO:0042470; GO:0043195; GO:0046961; GO:0051117,Cytoplasmic vesicle membrane; Melanosome,Rattus norvegicus (Rat),In NodeList Only
O35314,Chgb,GO:0005615; GO:0030141,Secreted,Rattus norvegicus (Rat),In NodeList Only
P14873,Map1b,GO:0000226; GO:0001578; GO:0001750; GO:0003779; GO:0005519; GO:0005543; GO:0005829; GO:0005856; GO:0005874; GO:0005875; GO:0005886; GO:0007017; GO:0007026; GO:0007409; GO:0007416; GO:0008017; GO:0009612; GO:0009743; GO:0009987; GO:0010035; GO:0014012; GO:0014069; GO:0015631; GO:0016358; GO:0017085; GO:0021700; GO:0030054; GO:0030424; GO:0030425; GO:0030426; GO:0031114; GO:0031116; GO:0032355; GO:0032387; GO:0033189; GO:0036477; GO:0042493; GO:0042995; GO:0043025; GO:0043196; GO:0043197; GO:0043204; GO:0044877; GO:0045202; GO:0045666; GO:0045773; GO:0047497; GO:0048471; GO:0048675; GO:0051915; GO:0061162; GO:0071363; GO:0071375; GO:0097440; GO:0097441; GO:0097457,Cytoplasm; Cytoskeleton; Cell junction; Synapse; Cell projection; Dendritic spine,Mus musculus (Mouse),In NodeList Only
P12970,Rpl7a,GO:0000470; GO:0003723; GO:0005840; GO:0016020; GO:0022625; GO:0042788; GO:0045202,,Mus musculus (Mouse),In NodeList Only
Q99LG2,Tnpo2,GO:0005634; GO:0005737; GO:0006606; GO:0008139; GO:0008536; GO:0051148; GO:0061608,Cytoplasm; Nucleus,Mus musculus (Mouse),In NodeList Only
P19511,Atp5pb,GO:0000276; GO:0005753; GO:0015078; GO:0015986; GO:0044877; GO:0046034; GO:0071456,Mitochondrion; Mitochondrion inner membrane,Rattus norvegicus (Rat),In NodeList Only
Q3TZZ7,Esyt2,GO:0005509; GO:0005544; GO:0005887; GO:0006869; GO:0006897; GO:0008429; GO:0031210; GO:0031227; GO:0031234; GO:0035091; GO:0042802; GO:0044232; GO:0061817; GO:0140268,Cell membrane; Endoplasmic reticulum membrane,Mus musculus (Mouse),In NodeList Only
P54290,Cacna2d1,GO:0005245; GO:0005891; GO:0006816; GO:0046872; GO:0060402; GO:0061577; GO:0070588; GO:0098903; GO:0098978; GO:0099025; GO:0099029; GO:1901387; GO:1901843; GO:1990454,Membrane,Rattus norvegicus (Rat),In NodeList Only
P70705,Atp7a,GO:0001701; GO:0001889; GO:0005524; GO:0005634; GO:0005770; GO:0005794; GO:0005802; GO:0005829; GO:0005886; GO:0005902; GO:0006878; GO:0007595; GO:0010041; GO:0010042; GO:0010043; GO:0010288; GO:0010468; GO:0010592; GO:0016021; GO:0016323; GO:0016324; GO:0030140; GO:0030141; GO:0031252; GO:0031526; GO:0032767; GO:0034760; GO:0036120; GO:0043204; GO:0043682; GO:0045121; GO:0045793; GO:0046688; GO:0048365; GO:0048471; GO:0050679; GO:0051087; GO:0051353; GO:0060003; GO:0071230; GO:0071236; GO:0071276; GO:0071279; GO:0071280; GO:0071281; GO:0071284; GO:0071456; GO:1903036; GO:1903136; GO:1904754; GO:1904959,Golgi apparatus; trans-Golgi network membrane; Cell membrane,Rattus norvegicus (Rat),In NodeList Only
P41123,Rpl13,GO:0003735; GO:0006412; GO:0022625; GO:0097421,,Rattus norvegicus (Rat),In NodeList Only
Q9EPN1,Nbea,GO:0005802; GO:0005829; GO:0005886; GO:0006605; GO:0006892; GO:0008104; GO:0012505; GO:0019901; GO:0030054; GO:0045211; GO:0051018,Membrane; Endomembrane system; Cell junction; Synapse; Postsynaptic cell membrane,Mus musculus (Mouse),In NodeList Only
Q9ERK4,Cse1l,GO:0005049; GO:0005635; GO:0005654; GO:0005829; GO:0006606; GO:0006611; GO:0008536,Cytoplasm; Nucleus,Mus musculus (Mouse),In NodeList Only
P33173,Kif1a,GO:0003777; GO:0005524; GO:0005829; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0008021; GO:0008089; GO:0008574; GO:0016192; GO:0016887; GO:0022027; GO:0030424; GO:0030425; GO:0030705; GO:0032991; GO:0042802; GO:0042803; GO:0043005; GO:0043025; GO:0098793; GO:0098794; GO:0098840; GO:1904115; GO:1990048; GO:1990049,Cytoplasm; Cytoskeleton,Mus musculus (Mouse),In NodeList Only
O88600,Hspa4,GO:0001085; GO:0001822; GO:0001933; GO:0005524; GO:0005634; GO:0005737; GO:0005811; GO:0005829; GO:0009408; GO:0010628; GO:0010629; GO:0032092; GO:0033613; GO:0043066; GO:0043392; GO:0044877; GO:0045766; GO:0060548,Cytoplasm,Rattus norvegicus (Rat),In NodeList Only
P35952,Ldlr,GO:0001666; GO:0005041; GO:0005509; GO:0005764; GO:0005769; GO:0005770; GO:0005794; GO:0005886; GO:0005901; GO:0005905; GO:0006869; GO:0006897; GO:0007568; GO:0008203; GO:0009725; GO:0009986; GO:0010898; GO:0016021; GO:0032355; GO:0033762; GO:0034362; GO:0043627; GO:0055038,Cell membrane; Membrane; Clathrin-coated pit; Golgi apparatus; Early endosome; Late endosome; Lysosome,Rattus norvegicus (Rat),In NodeList Only
P24382,28K,,,Suid herpesvirus 1 (strain NIA-3) (SuHV-1),In NodeList Only
Q9WVK4,Ehd1,GO:0005509; GO:0005524; GO:0005525; GO:0005768; GO:0005769; GO:0005811; GO:0005886; GO:0006886; GO:0006897; GO:0010008; GO:0010886; GO:0010976; GO:0016197; GO:0017137; GO:0020018; GO:0030139; GO:0031095; GO:0031175; GO:0031901; GO:0032456; GO:0034383; GO:0042632; GO:0042802; GO:0043209; GO:0048471; GO:0051260; GO:0055038; GO:0060271; GO:0061512; GO:1901741; GO:1990090; GO:2001137,Recycling endosome membrane; Early endosome membrane; Cell membrane; Cytoplasmic vesicle; Cell projection; Cilium membrane,Mus musculus (Mouse),In NodeList Only
Q9JKF1,Iqgap1,GO:0001726; GO:0001817; GO:0005516; GO:0005547; GO:0005634; GO:0005737; GO:0005874; GO:0005886; GO:0005911; GO:0005925; GO:0007173; GO:0007346; GO:0008543; GO:0015629; GO:0016328; GO:0016477; GO:0017048; GO:0019901; GO:0019903; GO:0019904; GO:0030424; GO:0030426; GO:0030496; GO:0031234; GO:0031252; GO:0031267; GO:0032991; GO:0035305; GO:0036057; GO:0036120; GO:0036464; GO:0043005; GO:0043087; GO:0043406; GO:0043539; GO:0044344; GO:0044548; GO:0044877; GO:0045121; GO:0045860; GO:0048008; GO:0048365; GO:0051019; GO:0051894; GO:0060090; GO:0071277; GO:0071364; GO:0072015; GO:1900006; GO:1900086; GO:1903829; GO:1904754; GO:1990138; GO:1990776; GO:1990904,Cell membrane; Nucleus; Cytoplasm,Mus musculus (Mouse),In NodeList Only
Q6UK10,US9,GO:0016021; GO:0043657; GO:0075733,,Suid alphaherpesvirus 1,In NodeList Only
P05426,Rpl7,GO:0000463; GO:0003735; GO:0005840; GO:0008097; GO:0022625; GO:0031672; GO:0097421,,Rattus norvegicus (Rat),In NodeList Only
O88280,Slit3,GO:0005509; GO:0005615; GO:0007411; GO:0007420; GO:0008201; GO:0016020; GO:0021510; GO:0048495; GO:0050919,Secreted,Rattus norvegicus (Rat),In NodeList Only
P04937,Fn1,GO:0001503; GO:0001525; GO:0001775; GO:0002020; GO:0002931; GO:0005201; GO:0005604; GO:0005615; GO:0006953; GO:0007160; GO:0008201; GO:0008347; GO:0008360; GO:0009611; GO:0010039; GO:0010193; GO:0014823; GO:0030198; GO:0030335; GO:0031012; GO:0035924; GO:0036120; GO:0042493; GO:0043066; GO:0045340; GO:0050921; GO:0051384; GO:0071222; GO:0071288; GO:0071333; GO:0071347; GO:0071380; GO:0071560; GO:0071773; GO:1904385; GO:1904646,Secreted; Extracellular space; Extracellular matrix,Rattus norvegicus (Rat),In NodeList Only
Q9Z1E1,Flot1,GO:0001931; GO:0001934; GO:0002020; GO:0002090; GO:0005768; GO:0005769; GO:0005901; GO:0005913; GO:0007409; GO:0008180; GO:0009897; GO:0016323; GO:0016600; GO:0022617; GO:0030027; GO:0030864; GO:0032092; GO:0032226; GO:0032728; GO:0033227; GO:0034116; GO:0034141; GO:0034451; GO:0034976; GO:0035023; GO:0035255; GO:0042383; GO:0042470; GO:0044291; GO:0044854; GO:0045202; GO:0045807; GO:0046982; GO:0048643; GO:0048786; GO:0050821; GO:0051092; GO:0051260; GO:0051580; GO:0060355; GO:0070528; GO:0071360; GO:0072659; GO:0098691; GO:0098793; GO:0098978; GO:0098982; GO:1901741; GO:1901890; GO:1903044; GO:2000049,Cell membrane; Endosome; Membrane; Caveola; Melanosome; Membrane raft,Rattus norvegicus (Rat),In NodeList Only
Q62839,Golga2,GO:0000137; GO:0000139; GO:0000922; GO:0005737; GO:0005794; GO:0005801; GO:0005874; GO:0006486; GO:0006888; GO:0007020; GO:0007030; GO:0007098; GO:0008017; GO:0008356; GO:0015031; GO:0019901; GO:0032580; GO:0032991; GO:0033116; GO:0043025; GO:0044877; GO:0051225; GO:0051289; GO:0061676; GO:0072686; GO:0090161; GO:0090166; GO:0090306; GO:0090307,Golgi apparatus; cis-Golgi network membrane; Endoplasmic reticulum-Golgi intermediate compartment membrane; Cytoplasm; Cytoskeleton; Spindle pole,Rattus norvegicus (Rat),In NodeList Only
Q61598,Gdi2,GO:0005093; GO:0005096; GO:0005737; GO:0005794; GO:0007264; GO:0015031; GO:0016020; GO:0016192; GO:0017137; GO:0031267; GO:0043209; GO:0045202,Cytoplasm; Membrane,Mus musculus (Mouse),In NodeList Only
O88761,Psmd1,GO:0005634; GO:0008540; GO:0022624; GO:0030234; GO:0034515; GO:0042176; GO:0043161,,Rattus norvegicus (Rat),In NodeList Only
O70228,Atp9a,GO:0000287; GO:0005524; GO:0005768; GO:0005769; GO:0005802; GO:0005886; GO:0006890; GO:0006897; GO:0016021; GO:0031901; GO:0045332; GO:0048471; GO:0055037; GO:0140326,Early endosome membrane; Recycling endosome; Golgi apparatus; trans-Golgi network membrane,Mus musculus (Mouse),In NodeList Only
P47857,Pfkm,GO:0003872; GO:0005524; GO:0005634; GO:0005829; GO:0005945; GO:0005980; GO:0006002; GO:0006007; GO:0006096; GO:0008022; GO:0008443; GO:0016020; GO:0016208; GO:0016324; GO:0019900; GO:0030246; GO:0030388; GO:0032024; GO:0042593; GO:0042802; GO:0042803; GO:0045944; GO:0046716; GO:0046872; GO:0048029; GO:0051259; GO:0051289; GO:0061615; GO:0061621; GO:0070061; GO:0070095; GO:0093001; GO:0097228,Cytoplasm; Cell projection; Cilium; Flagellum,Mus musculus (Mouse),In NodeList Only
Q8CG09,Abcc1,GO:0005324; GO:0005524; GO:0005737; GO:0005774; GO:0005886; GO:0005887; GO:0006855; GO:0006979; GO:0008559; GO:0015431; GO:0015562; GO:0015911; GO:0016020; GO:0016323; GO:0016491; GO:0016887; GO:0030335; GO:0033700; GO:0034040; GO:0034634; GO:0034775; GO:0042493; GO:0042626; GO:0042908; GO:0046618; GO:0046624; GO:0050729; GO:0055085; GO:0060326; GO:0060548; GO:0071716; GO:1901215; GO:1905701,Cell membrane,Rattus norvegicus (Rat),In NodeList Only
Q60634,Flot2,GO:0001765; GO:0001931; GO:0002020; GO:0002080; GO:0005768; GO:0005886; GO:0005901; GO:0005913; GO:0007155; GO:0010629; GO:0016020; GO:0016323; GO:0016600; GO:0030027; GO:0030139; GO:0030864; GO:0031410; GO:0031982; GO:0032839; GO:0035255; GO:0044291; GO:0044860; GO:0045121; GO:0045202; GO:0045661; GO:0046982; GO:0048471; GO:0050821; GO:0051092; GO:0072659; GO:0098937; GO:0098978; GO:0099029; GO:0099072; GO:1902992; GO:1903905,Cell membrane; Membrane; Caveola; Endosome,Mus musculus (Mouse),In NodeList Only
Q9EQH3,Vps35,GO:0005737; GO:0005739; GO:0005764; GO:0005768; GO:0005769; GO:0005770; GO:0005829; GO:0006624; GO:0006886; GO:0007040; GO:0007416; GO:0010008; GO:0010628; GO:0010629; GO:0010821; GO:0014069; GO:0016021; GO:0030904; GO:0030906; GO:0031647; GO:0031648; GO:0031748; GO:0032268; GO:0032463; GO:0033365; GO:0036010; GO:0042147; GO:0043005; GO:0043025; GO:0043653; GO:0045056; GO:0048471; GO:0050728; GO:0050882; GO:0060161; GO:0060548; GO:0061357; GO:0090141; GO:0090263; GO:0090326; GO:0097422; GO:0098793; GO:0098794; GO:0098887; GO:0098978; GO:0099003; GO:0099073; GO:0099074; GO:0099639; GO:1901215; GO:1902823; GO:1902950; GO:1903181; GO:1903364; GO:1903828; GO:1905166; GO:1990126; GO:2000331,Cytoplasm; Membrane; Endosome; Early endosome; Late endosome,Mus musculus (Mouse),In NodeList Only
P07153,Rpn1,GO:0004579; GO:0005789; GO:0005791; GO:0015833; GO:0016021; GO:0018279; GO:0042470,Endoplasmic reticulum; Endoplasmic reticulum membrane; Melanosome,Rattus norvegicus (Rat),In NodeList Only
P07340,Atp1b1,GO:0001666; GO:0001671; GO:0005391; GO:0005524; GO:0005890; GO:0005901; GO:0006813; GO:0006814; GO:0006874; GO:0006883; GO:0007155; GO:0008022; GO:0010468; GO:0010882; GO:0014704; GO:0016323; GO:0016324; GO:0016887; GO:0019901; GO:0030001; GO:0030007; GO:0030955; GO:0031402; GO:0036376; GO:0042383; GO:0046034; GO:0050821; GO:0051117; GO:0055119; GO:0060048; GO:0072659; GO:0086009; GO:1901018; GO:1903278; GO:1903281; GO:1903288; GO:1990573,Cell membrane; Sarcolemma,Rattus norvegicus (Rat),In NodeList Only
P50398,Gdi1,GO:0005093; GO:0005096; GO:0005737; GO:0005794; GO:0015031; GO:0016192; GO:0017137; GO:0030424; GO:0030496; GO:0032482; GO:0032991; GO:0043005; GO:0043025; GO:0043209; GO:0045773; GO:0050771; GO:0051592; GO:0090315,Cytoplasm; Golgi apparatus; trans-Golgi network,Rattus norvegicus (Rat),In NodeList Only
P38650,Dync1h1,GO:0000278; GO:0002177; GO:0005524; GO:0005635; GO:0005737; GO:0005868; GO:0005881; GO:0005938; GO:0007018; GO:0007097; GO:0007286; GO:0008090; GO:0008569; GO:0030286; GO:0030424; GO:0031122; GO:0032388; GO:0043025; GO:0045503; GO:0045505; GO:0051293; GO:0051301; GO:0051959; GO:0060236; GO:0072382; GO:0090235; GO:0120162; GO:1904115; GO:1905243; GO:1905832; GO:1990090,Cytoplasm; Cytoskeleton,Rattus norvegicus (Rat),In NodeList Only
P35435,Atp5f1c,GO:0000275; GO:0005740; GO:0005743; GO:0005753; GO:0006119; GO:0006754; GO:0015986; GO:0045261; GO:0046034; GO:0046933; GO:0071732,Mitochondrion inner membrane,Rattus norvegicus (Rat),In NodeList Only
Q1JU68,Eif3a,GO:0001732; GO:0002188; GO:0003729; GO:0003743; GO:0005634; GO:0005730; GO:0005829; GO:0005852; GO:0005874; GO:0014069; GO:0016282; GO:0030971; GO:0033290; GO:0043614; GO:0070373; GO:0071540; GO:0071541; GO:0075522; GO:0075525,Cytoplasm,Rattus norvegicus (Rat),In NodeList Only
Q80X90,Flnb,GO:0001725; GO:0003334; GO:0003382; GO:0003779; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0005903; GO:0005925; GO:0005938; GO:0007519; GO:0030018; GO:0030036; GO:0042802; GO:0043005; GO:0043025; GO:0045335; GO:0071346,Cytoplasm; Cell cortex; Cytoskeleton; Stress fiber; Myofibril; Sarcomere; Z line,Mus musculus (Mouse),In NodeList Only
Q80TL7,Mon2,GO:0005829; GO:0006895; GO:0015031,,Mus musculus (Mouse),In NodeList Only
Q6ZPR5,Smpd4,GO:0000139; GO:0001701; GO:0004767; GO:0005783; GO:0005789; GO:0005794; GO:0005802; GO:0006685; GO:0016021; GO:0046475; GO:0046513; GO:0046872; GO:0050290; GO:0071356,Endoplasmic reticulum membrane; Golgi apparatus membrane,Mus musculus (Mouse),In NodeList Only
P70168,Kpnb1,GO:0005634; GO:0005635; GO:0005643; GO:0005654; GO:0005737; GO:0005829; GO:0006606; GO:0006610; GO:0007079; GO:0007080; GO:0008139; GO:0008536; GO:0010494; GO:0019894; GO:0019899; GO:0019904; GO:0030953; GO:0031291; GO:0031965; GO:0032991; GO:0040001; GO:0044877; GO:0045184; GO:0051879; GO:0061608; GO:0061676; GO:0071782; GO:0090307,Cytoplasm; Nucleus envelope,Mus musculus (Mouse),In NodeList Only
Q62717,Cadps,GO:0005509; GO:0005546; GO:0006887; GO:0015031; GO:0016079; GO:0030054; GO:0031045; GO:0045055; GO:0045921; GO:0045956; GO:0098674; GO:0098793; GO:0098978; GO:1990504,Cytoplasmic vesicle membrane; Cell junction; Synapse,Rattus norvegicus (Rat),In NodeList Only
Q8BIV3,Ranbp6,GO:0005634; GO:0005737; GO:0006606; GO:0008139; GO:0061608,Cytoplasm; Nucleus,Mus musculus (Mouse),In NodeList Only
P70398,Usp9x,GO:0001701; GO:0001764; GO:0004197; GO:0004843; GO:0005737; GO:0005829; GO:0007049; GO:0007059; GO:0007179; GO:0009791; GO:0016579; GO:0021698; GO:0021766; GO:0030426; GO:0030509; GO:0031625; GO:0036459; GO:0042752; GO:0045177; GO:0048511; GO:0048675; GO:0050821; GO:0050856; GO:0051301; GO:0070410; GO:0071560; GO:0071947; GO:0101005; GO:1901537; GO:1990138; GO:1990380,Cytoplasm; Cell projection; Growth cone,Mus musculus (Mouse),In NodeList Only
Q85228,UL52,GO:0003896; GO:0039686; GO:0042025; GO:0046872,Host nucleus,Suid herpesvirus 1 (strain Kaplan) (SuHV-1),In NodeList Only
Q8BH59,Slc25a12,GO:0005313; GO:0005509; GO:0005739; GO:0005743; GO:0006537; GO:0010907; GO:0015183; GO:0015810; GO:0015813; GO:0016021; GO:0031643; GO:0042802; GO:0043209; GO:0043490; GO:0051592; GO:1904024; GO:2001171,Mitochondrion inner membrane,Mus musculus (Mouse),In NodeList Only
Q61879,Myh10,GO:0000146; GO:0000281; GO:0001701; GO:0001725; GO:0001764; GO:0001778; GO:0003279; GO:0005516; GO:0005524; GO:0005737; GO:0005829; GO:0005844; GO:0005903; GO:0005938; GO:0006887; GO:0006930; GO:0007097; GO:0007155; GO:0007409; GO:0007411; GO:0007420; GO:0007507; GO:0007512; GO:0008283; GO:0008360; GO:0016459; GO:0016460; GO:0016887; GO:0021592; GO:0021670; GO:0021678; GO:0021680; GO:0030027; GO:0030036; GO:0030048; GO:0030239; GO:0030424; GO:0030426; GO:0030496; GO:0030898; GO:0031032; GO:0031175; GO:0032154; GO:0035613; GO:0035904; GO:0042641; GO:0042802; GO:0043005; GO:0043025; GO:0043197; GO:0043531; GO:0048027; GO:0050714; GO:0050885; GO:0051015; GO:0051017; GO:0055003; GO:0055015; GO:0060041; GO:0060976; GO:0070650; GO:0097513; GO:0098871; GO:0098885; GO:0098974; GO:0098978; GO:1905274,Cell projection; Lamellipodium,Mus musculus (Mouse),In NodeList Only
P42346,Mtor,GO:0000139; GO:0001030; GO:0001031; GO:0001032; GO:0001156; GO:0001933; GO:0001938; GO:0002296; GO:0003007; GO:0003179; GO:0004674; GO:0005524; GO:0005634; GO:0005741; GO:0005764; GO:0005789; GO:0005829; GO:0005979; GO:0006109; GO:0006112; GO:0006207; GO:0006468; GO:0007281; GO:0007420; GO:0007569; GO:0007584; GO:0007616; GO:0008542; GO:0009791; GO:0010507; GO:0010592; GO:0010718; GO:0010831; GO:0010942; GO:0010976; GO:0014042; GO:0014736; GO:0014823; GO:0016242; GO:0016605; GO:0018105; GO:0018107; GO:0019901; GO:0019904; GO:0021510; GO:0030030; GO:0030425; GO:0030838; GO:0031397; GO:0031529; GO:0031641; GO:0031667; GO:0031669; GO:0031929; GO:0031931; GO:0031932; GO:0031998; GO:0032095; GO:0032868; GO:0032991; GO:0035176; GO:0035264; GO:0038202; GO:0042060; GO:0042220; GO:0042752; GO:0042802; GO:0043022; GO:0043087; GO:0043278; GO:0043610; GO:0045182; GO:0045429; GO:0045670; GO:0045727; GO:0045792; GO:0045859; GO:0045945; GO:0046777; GO:0046889; GO:0048255; GO:0048511; GO:0048661; GO:0048714; GO:0050731; GO:0050769; GO:0050882; GO:0051219; GO:0051496; GO:0051549; GO:0051897; GO:0055013; GO:0060048; GO:0060135; GO:0060252; GO:0060999; GO:0061051; GO:0070885; GO:0071233; GO:0071456; GO:0090335; GO:0090559; GO:0098978; GO:0099524; GO:0099547; GO:1901216; GO:1901838; GO:1903691; GO:1904000; GO:1904056; GO:1904058; GO:1904059; GO:1904193; GO:1904197; GO:1904206; GO:1904213; GO:1990253,Endoplasmic reticulum membrane; Golgi apparatus membrane; Mitochondrion outer membrane; Lysosome; Cytoplasm; Nucleus; PML body,Rattus norvegicus (Rat),In NodeList Only
P15999,Atp5f1a,GO:0000275; GO:0002020; GO:0005524; GO:0005634; GO:0005739; GO:0005743; GO:0005753; GO:0005886; GO:0006915; GO:0007568; GO:0009986; GO:0014850; GO:0015986; GO:0043531; GO:0045121; GO:0045261; GO:0045471; GO:0046034; GO:0046933; GO:0071549; GO:0071732,Mitochondrion; Mitochondrion inner membrane; Cell membrane,Rattus norvegicus (Rat),In NodeList Only
P31399,Atp5pd,GO:0000274; GO:0000276; GO:0005739; GO:0005753; GO:0015078; GO:0015986; GO:0044877; GO:0046034; GO:1901653,Mitochondrion; Mitochondrion inner membrane,Rattus norvegicus (Rat),In NodeList Only
O35303,Dnm1l,GO:0000139; GO:0000266; GO:0001836; GO:0003374; GO:0003924; GO:0005525; GO:0005737; GO:0005739; GO:0005741; GO:0005777; GO:0005783; GO:0005829; GO:0005874; GO:0005903; GO:0005905; GO:0006816; GO:0008017; GO:0008289; GO:0008637; GO:0010468; GO:0010637; GO:0010821; GO:0016020; GO:0016559; GO:0017137; GO:0030054; GO:0030276; GO:0030672; GO:0030742; GO:0031625; GO:0031966; GO:0032459; GO:0032991; GO:0036466; GO:0042803; GO:0043231; GO:0043653; GO:0044877; GO:0048312; GO:0048471; GO:0048488; GO:0048511; GO:0050714; GO:0051259; GO:0051260; GO:0051289; GO:0051433; GO:0060047; GO:0061003; GO:0061025; GO:0070266; GO:0070584; GO:0070585; GO:0071396; GO:0090141; GO:0090149; GO:0090200; GO:0090650; GO:0098835; GO:0099073; GO:0099503; GO:1900063; GO:1900244; GO:1903146; GO:1903578; GO:1904579; GO:1904666; GO:1905395; GO:1990910; GO:2000302; GO:2001244,Cytoplasm; Cytosol; Golgi apparatus; Endomembrane system; Mitochondrion outer membrane; Peroxisome; Membrane; Clathrin-coated pit; Cytoplasmic vesicle; Secretory vesicle; Synaptic vesicle membrane,Rattus norvegicus (Rat),In NodeList Only
