accession,gene_name,abundance_24,abundance_48,abundance_72,abundance_96,abundance_120
Q7Z7M9,GALNT5,18610646.79,18585819.74,20752014.89,18219246.86,19041932.07
O95425,SVIL,45574754.71,37851563.62,35818110.76,37732530.65,39244239.93
Q99933,BAG1,1324257.462,1856529.547,1967762.667,1617631.26,1691545.234
Q9Y2X7,GIT1,1362421.052,1999546.775,1473206.516,1276079.419,1527813.44
P29279,CTGF,6034224.959,4396352.213,5521891.497,4579181.176,5132912.461
Q9BX67,JAM3,7093889.034,4766719.163,3261515.42,3742314.145,4716109.441
Q96M27,PRRC1,31268100.42,23688048.96,24206589.26,24928755.04,26022873.42
P06280,GLA,4524949.889,11382623.05,17100919.39,18836345.21,12961209.38
P20339,RAB5A,27157322.95,25462846.15,25880786.31,20320948.38,24705475.95
P36543,ATP6V1E1,36238154.55,39544272.44,38572548.78,39909760.05,38566183.96
P57764,GSDMD,2538307.879,2592717.594,3334862.01,1872825.474,2584678.239
Q9UKU6,TRHDE,7846784.072,3822786.382,3914899.424,4707886.637,5073089.129
P09525,ANXA4,78770571.83,103766142.8,142003593.3,152690843.2,119307787.8
Q15369,TCEB1; ELOC,42171483.55,57692345.25,61072075.42,63381717.92,56079405.53
P09884,POLA1,870760.3721,1135206.008,372785.5344,276105.6963,663714.4027
Q5JRA6,MIA3,45277309.6,51296613.97,54491672.05,55455662.7,51630314.58
Q04917,YWHAH,155646912.6,110789908.7,83014220.79,86424649.62,108968922.9
Q8IXS6,PALM2,1001396.523,1049650.022,1057123.564,886570.1738,998685.0706
Q9ULG6,CCPG1,4015267.427,3035170.749,2240439.198,1378828.945,2667426.58
Q9NRF8,CTPS2,2200626.793,3183375.555,3430929.051,3942123.931,3189263.833
P53634,CTSC,83283538.14,81671068.88,116879910.2,115745880.1,99395099.34
O75323,GBAS; NIPSNAP2,15810197.76,18984626.06,23290874.41,27027704.48,21278350.68
P61009,SPCS3,72062606.16,72744145.31,73764093.19,68968993.84,71884959.62
P51398,DAP3,38540986.41,45680769.64,48994501,54152960.94,46842304.5
Q12972,PPP1R8,8831293.005,12884538.92,11260725.27,12888865.85,11466355.76
Q2TAA5,ALG11,3054475.243,3533277.91,4101978.14,4393650.143,3770845.359
O60318,MCM3AP,4128041.734,5317698.427,4325561.727,5003138.189,4693610.019
Q96KQ7,EHMT2,505702.0907,368924.2154,273053.3413,223747.9106,342856.8895
Q00587,CDC42EP1,6564498.106,6212070.852,6845953.95,7253891.59,6719103.624
P49459,UBE2A,7067446.808,9683433.315,8003313.293,6632867.397,7846765.203
A2RRP1,NBAS,20992224.93,22147323.06,23640736.95,27268360.46,23512161.35
Q9NV56,MRGBP,1274986.258,1590975.957,1618581.433,1478448.308,1490747.989
Q96QZ7,MAGI1,690766.9653,1084894.565,1117323.102,1358197.26,1062795.473
Q969M3,YIPF5,10073891.3,9475203.834,7564291.022,8085948.476,8799833.658
Q8N3E9,PLCD3,658819.0985,781263.054,1023289.428,1215348.573,919680.0385
O14524,TMEM194A; NEMP1,3520983.9,3972186.119,3322327.481,3542145.726,3589410.807
Q9P2W9,STX18,26717606.41,24117285,21798574.71,19658200.35,23072916.62
Q13033,STRN3,33123258.92,36497940.2,37770683.09,33758161.19,35287510.85
Q9UNN5,FAF1,6354876.237,8152274.91,8009671.041,8223935.489,7685189.419
O95989,NUDT3,3195583.538,4253075.51,4931242.457,4377590.282,4189372.947
O14828,SCAMP3,45150069.95,50954686.28,47523083.78,42625564.12,46563351.03
Q14393,GAS6,10898118.42,10062404.22,7123733.246,6737515.719,8705442.902
Q9UKU7,ACAD8,4166780.697,6390348.977,10930347.37,10487098.27,7993643.828
Q9UHA4,LAMTOR3,8322258.219,12341095.21,16668042.21,17401840.46,13683309.03
P52888,THOP1,113489204.6,114501339.8,100821746.7,106849000,108915322.8
P52732,KIF11,6429251.464,14458576.28,12195885.48,9878382.398,10740523.91
O95084,PRSS23,9618078.29,13901579.49,16345518.33,9137556.09,12250683.05
Q969V5,MUL1,533575.574,599627.8584,770854.3429,853362.2863,689355.0154
O15484,CAPN5,6702887.684,10110174.05,11437685.03,10428743.72,9669872.622
Q9H6Y2,WDR55,2391628.108,1924191.303,1741222.82,1779803.796,1959211.507
O15254,ACOX3,4707400.141,5707582.178,6658218.55,7484511.243,6139428.028
Q8N1S5,SLC39A11,1638160.365,2233945.352,2658174.2,2641486.485,2292941.6
Q9H2U1,DHX36,11314726.1,14267768.5,13201600.83,12661510.5,12861401.48
P14735,IDE,39646056.27,49560200.75,47989311.11,50332633.76,46882050.47
O43318,MAP3K7,711554.7057,827482.1571,837642.5062,848879.3652,806389.6836
Q9NQ88,C12orf5; TIGAR,13567462.14,21365114.03,23202886.55,22828269.05,20240932.94
O14745,SLC9A3R1,9059402.941,15292908.61,14848298.6,15165780.67,13591597.7
P10620,MGST1,77591027.84,85604786.77,93058882.91,87126417.34,85845278.71
Q9NVZ3,NECAP2,15304271.18,19754680.25,21642894.8,20067984.17,19192457.6
Q5VZK9,LRRC16A; CARMIL1,0,506695.355,1417164.179,0,480964.8836
Q96CN9,GCC1,1858021.627,2039197.694,2035429.657,3125152.772,2264450.437
Q9NUQ6,SPATS2L,61014469.28,49894039.89,36825271.97,29258835.24,44248154.1
Q13563,PKD2,4346448.752,5028556.961,4877495.52,4975046.056,4806886.822
Q04727,TLE4,2524722.196,2549643.836,2942388.414,2766758.059,2695878.126
P42765,ACAA2,96579677.58,97405467.28,115150423.2,138196496.6,111833016.2
P00441,SOD1,96276581.32,153489648.2,188211757.2,201611033.8,159897255.1
Q9Y5K5,UCHL5,17786783.79,23612396.07,26581198.32,25679431.39,23414952.39
P45954,ACADSB,19478439.04,27049284.42,36040378.05,33098817.53,28916729.76
Q96BN8,FAM105B; OTULIN,1540398.92,1234885.348,1150695.453,1233562.055,1289885.444
Q03111,MLLT1,3385607.776,4319600.736,4413417.84,4673540.843,4198041.799
P49458,SRP9; SRP9P1,17939192.99,23765865.28,21215036.61,20536447.6,20864135.62
O60563,CCNT1,2467988.083,3112027.936,3205561.451,2696995.925,2870643.349
P00533,EGFR,103236482.6,86522980.8,72868802.97,61185834.73,80953525.27
O43414,ERI3,2814771.719,2213628.312,2142177.082,2491096.279,2415418.348
O00584,RNASET2,1676095.604,2333425.053,3886463.995,5141652.122,3259409.193
Q96GQ7,DDX27,34711057.18,36624136.5,28448338.99,23981696.91,30941307.4
Q9BRR6,ADPGK,20846100.2,26487350.76,29739087.04,28472938,26386369
Q96AJ9,VTI1A,4542687.236,2890087.555,1885376.069,2188346.343,2876624.301
P62753,RPS6,382832557.5,395272194,331225721,320551702.8,357470543.8
Q9UHD9,UBQLN2,15075909.77,14520425.77,13934038.85,12960544.99,14122729.84
A5YKK6,CNOT1,58819084.71,68546705.21,71172177.29,73153387.5,67922838.68
Q9NX40,OCIAD1,41818017.74,49044599.3,48724050.93,48549676.65,47034086.15
Q96SK2,TMEM209,2097643.502,2160567.366,2261823.523,2516708.095,2259185.622
Q9H6H4,REEP4,6463154.033,11198353.46,11358606.36,10666978.88,9921773.184
O75533,SF3B1,372528154.5,328695568.1,290474313.4,272086848.1,315946221
Q9BXB4,OSBPL11,2325295.204,4238817.798,3442534.01,3184690.389,3297834.35
Q92917,GPKOW,4986908.707,8315647.574,9007534.862,8116592.033,7606670.794
Q96DV4,MRPL38,10979084.29,14394867.43,17374940.95,17793986.81,15135719.87
Q9BT88,SYT11,304756.3515,267675.2336,202595.5077,0,193756.7732
Q8NF37,LPCAT1,12780701.54,12449332.86,13938189.97,13383034.89,13137814.81
O43324,EEF1E1,29544792.09,39489378.5,42437353.38,41600171.18,38267923.79
Q9Y657,SPIN1,4969572.806,5221800.997,5036196.61,4497328.052,4931224.616
Q9NPF5,DMAP1,3228670.258,2489344.561,1560170.156,1852926.126,2282777.775
O14737,PDCD5,27544827.58,39493882.44,40172456.11,41216143.52,37106827.41
Q9H098,FAM107B,1606551.942,1397809.836,946464.4656,950569.609,1225348.963
Q6PI48,DARS2,11543079.5,12894836.64,15738064.96,16686244.87,14215556.49
Q9H8T0,AKTIP,1212079.314,1879741.566,1813916.549,1872947.882,1694671.328
P15104,GLUL,2060167.45,4049108.138,6911584.196,7176745.893,5049401.419
Q86XL3,ANKLE2,38191847.51,41552991.37,46223129.61,42827131.23,42198774.93
Q9HB09,BCL2L12,1217267.614,1588299.214,1462394.264,1760530.177,1507122.818
Q9P270,SLAIN2,5999371.209,6329456.374,5366257.561,4764192.508,5614819.413
P30041,PRDX6,512272194.8,498120371.4,509484856.5,522471323.4,510587186.5
Q9UQR1,ZNF148,1108424.251,1216045.955,1290748.428,1108793.364,1181003
Q8N668,COMMD1,3263372.086,3527439.124,3100385.257,2840462.441,3182914.727
Q9UKU9,ANGPTL2,1627629.315,1807039.421,2186833.496,1887021.2,1877130.858
Q99595,TIMM17A,2771784.338,5245383.306,4903946.232,3876548.582,4199415.615
Q03113,GNA12,1522044.364,1600806.575,1287825.461,1096385.654,1376765.514
Q15149,PLEC,3576768973,3128047287,3063626839,3123847055,3223072538
Q9Y6W3,CAPN7,521042.4165,850089.2341,809899.3078,762946.9263,735994.4712
P53004,BLVRA,22509497.98,35840952.17,45104703.99,52526518.88,38995418.26
Q8WTV0,SCARB1,4961284.6,3876144.96,8911465.18,2521186.854,5067520.399
Q5EBM0,CMPK2,8299603.527,10153895.77,10351694.44,7621481.749,9106668.87
P13747,HLA-E,4445375.214,3264356.623,2557178.864,2133228.623,3100034.831
Q9NW15,ANO10,40330524.69,46308162.82,53702477.67,57435602.52,49444191.92
P51608,MECP2,6401624.406,6507136.476,6887691.161,7294540.875,6772748.229
P02452,COL1A1,431265189.4,90617458.47,68715850.36,70320946.39,165229861.2
Q8IYS2,KIAA2013,7403188.244,6280806.276,6248769.037,6231399.524,6541040.77
Q9HA64,FN3KRP,3084391.367,3329363.137,2857475.122,3482083.831,3188328.364
P12111,COL6A3,3897071845,3119723419,3816924888,3849976033,3670924046
Q9UPT5,EXOC7,34303516.12,36595371.21,37550702.28,35002492.58,35863020.55
Q9Y2V2,CARHSP1,11414823.19,15079795.02,17637998.16,14453381.2,14646499.39
Q96JB2,COG3,6681168.749,8247110.82,9242377.063,8577915.769,8187143.1
Q15814,TBCC,1580515.698,2395345.641,2525178.326,2470254.434,2242823.525
Q9H2J4,PDCL3,10229781.96,9636724.982,7898186.237,5536868.732,8325390.477
Q9BXR0,QTRT1,2291023.837,3242772.928,4033013.248,3831435.801,3349561.454
O43426,SYNJ1,969459.2448,2059629.492,1255706.661,1320099.048,1401223.611
Q63ZY3,KANK2,44313059.41,41055938.76,40683279.15,39302857.78,41338783.78
Q9BYX2,TBC1D2,8521143.292,10842889.35,9917590.734,10713597.76,9998805.285
Q9UKD2,MRTO4,49981894.41,47185719.81,37648717.35,33745965.13,42140574.18
Q70UQ0,IKBIP,214591209.7,188151006.8,171192524.9,166291247.3,185056497.2
Q9NP58,ABCB6,3245530.767,4178467.189,4638362.318,4916834.17,4244798.611
P68402,PAFAH1B2,19504837.63,25466536.02,27527292.11,24660396.06,24289765.46
Q9Y6W5,WASF2,14443320.61,19671550.04,17188237.38,18746754.9,17512465.73
Q01970,PLCB3,18000744.85,19891003.94,21302160.95,19748246.7,19735539.11
Q92688,ANP32B,70067867.04,74460091.96,76821487.74,81834122.58,75795892.33
Q16512,PKN1,3645861.634,4429914.073,4354014.722,3698840.757,4032157.796
Q9Y3D8,AK6; TAF9,10372055.47,11945804.7,10285986.37,8839719.637,10360891.55
Q9BUT1,BDH2,6331089.19,8289927.454,10732313.33,12375514.02,9432210.999
P10606,COX5B,119866436.7,135063853.1,144190503,174417364.2,143384539.3
P19447,ERCC3,1868793.483,2688651.939,3020946.154,3180433.829,2689706.351
Q96EP5,DAZAP1,16999628.55,22282218.85,26702724.18,26991471.08,23244010.67
O75879,PET112; GATB,430957.456,562923.6264,516603.9978,514397.2694,506220.5874
Q9UKY7,CDV3,74551138.73,77609003.05,62654716.13,69347027.65,71040471.39
Q8IUS5,EPHX4,909918.13,1216927.205,1074014.424,1293690.982,1123637.685
Q9Y450,HBS1L,15687212.28,21166478.38,17629122.41,17453164.23,17983994.33
P23919,DTYMK,51188301.21,43891802.99,37311422.84,38872684.22,42816052.81
Q6PCB0,VWA1,48381.53963,159960.4514,264240.3986,292808.5711,191347.7402
Q96BP3,PPWD1,8080178.132,10663413.49,11278435.82,11459207.36,10370308.7
Q9H501,ESF1,3912851.25,3817234.86,3636496.363,3113794.608,3620094.27
Q16637,SMN1; SMN2,2416458.46,2216928.346,2498611.823,2583837.745,2428959.094
Q15800,MSMO1,12036354.1,32811677.69,27513837.01,18856795.23,22804666.01
O14773,TPP1,32149704.48,41645533.01,62029218.7,75456561.73,52820254.48
Q9H8S9,MOB1A,31669781.14,31588090.03,27970325.87,26426301.81,29413624.71
Q9Y2P8,RCL1,7552038.031,7135599.9,6264877.441,6223629.584,6794036.239
Q8IY37,DHX37,10179493.61,5321379.734,4887382.231,4889153.578,6319352.288
P27635,RPL10,268450803.9,259134596.3,246773022.4,235837495.1,252548979.4
Q8TDN6,BRIX1,36668518.44,36814085.91,36936103.43,31324317.28,35435756.27
Q14314,FGL2,555421.6532,405998.6576,830308.3824,0,447932.1733
Q7Z460,CLASP1,22324071.42,27785845.76,24802888.03,22547956.42,24365190.41
Q9Y639,NPTN,55312222.81,45722836.35,41086361.55,33563316.66,43921184.34
Q8NC60,NOA1,2336508.058,1558084.362,958031.6231,1791475.511,1661024.889
Q02447,SP3,688428.6645,579989.7331,511103.7444,455369.2259,558722.842
Q9NXJ5,PGPEP1,526691.9683,1482487.452,2265738.32,2461075.425,1683998.291
Q9P0M9,MRPL27,4126885.616,3545809.994,3692422.21,4573207.861,3984581.42
Q9H0W9,C11orf54,1188482.848,1498659.499,2618988.365,3005971.789,2078025.625
Q9UKI2,CDC42EP3,4816820.117,5057172.287,5305576.665,3906371.853,4771485.23
O43237,DYNC1LI2,42044921.74,49214407.51,50946625.55,49700833.43,47976697.06
P61163,ACTR1A,127872216.9,160416975.9,163538447,166245154.7,154518198.6
P09234,SNRPC,21756004.42,23134472.85,25136746.98,25182790.54,23802503.7
O75351,VPS4B,17508930.59,20157037.44,19208347.22,19138738.02,19003263.32
Q14697,GANAB,961976132.4,992903014.6,1051471669,1059474842,1016456414
Q13153,PAK1,2204780.958,4029673.214,4641781.983,5343732.556,4054992.178
Q9Y696,CLIC4,233472755.2,209804340.2,203299819.2,196537740.7,210778663.8
Q8IUX7,AEBP1,2216920.246,6943872.374,9931175.25,11091648.87,7545904.184
Q9BUP3,HTATIP2,7162804.973,12780983.42,15532971.05,16459047.54,12983951.75
O60443,DFNA5; GSDME,13484311.65,15575572.26,12694675.12,12738415.36,13623243.6
O15357,INPPL1,7274653.78,8411356.014,9170488.012,9399699.219,8564049.256
Q8TER5,ARHGEF40,5128547.29,5833057.294,5852845.137,5410002.459,5556113.045
O60831,PRAF2,25821923.08,27147263.28,31247958.28,34803806.4,29755237.76
P51948,MNAT1,1806579.975,2344300.208,2198214.405,2675019.941,2256028.632
P23141,CES1,0,0,635953.8278,991731.3472,406921.2937
P21266,GSTM3,66677944.28,94308572.7,120571446.3,121833058,100847755.3
P28066,PSMA5,159631012.2,180421047.5,167424864.9,173396765.8,170218422.6
Q8NHH9,ATL2,5085616.333,7288528.151,7431260.619,7176193.852,6745399.739
Q6VY07,PACS1,7029092.758,7895956.735,8556995.156,9022725.135,8126192.446
P20592,MX2,58419245.74,67462805.58,57853245.54,45637284.48,57343145.33
O15305,PMM2,19865491.1,21906180.97,21024743.91,24527223.94,21830909.98
O14657,TOR1B,16688133.19,19156717.58,15607421.61,12740083.08,16048088.86
Q96P47,AGAP3,2213656.84,2538263.108,2603052.181,2701421.392,2514098.38
O95298,NDUFC2; NDUFC2-KCTD14,16477584.57,17054838.97,17506746.83,20426382.91,17866388.32
O00459,PIK3R2,1125169.242,1100067.707,801960.4599,1395696.376,1105723.446
Q96MG7,NDNL2; NSMCE3,589822.6728,1670783.326,2032721.564,1946898.684,1560056.562
Q53GQ0,HSD17B12,61116465.09,75171768.24,74384990.8,71775215.16,70612109.82
Q96I24,FUBP3,96107839.87,93602681.02,85833479.87,78853948,88599487.19
Q9NWU2,GID8,6658059.449,7851796.328,8246829.724,7739456.911,7624035.603
P51812,RPS6KA3,15547928.38,15703444.38,14169645.55,12676032.49,14524262.7
Q9NPI6,DCP1A,7338845.916,7945081.885,4273250.628,4935283.714,6123115.536
Q9BYD6,MRPL1,21152874.81,22670496.77,24596173.53,25500434.48,23479994.9
P49821,NDUFV1,63649370.17,78458706.98,91808618.23,98899263.79,83203989.79
Q8TCD5,NT5C,5273186.853,4567696.471,5667898.326,6624109.525,5533222.794
Q08AD1,CAMSAP2,897540.6363,1117373.162,558427.9142,591560.4028,791225.5288
Q9H1C3,GLT8D2,6069939.501,8323306.001,8358313.293,6412644.792,7291050.897
Q8TCE6,FAM45A,6352866.518,8321029.912,8461371.096,8602690.892,7934489.604
Q8NBK3,SUMF1,2761200.658,2794604.874,3135872.839,2960015.94,2912923.578
Q8N3F8,MICALL1,3236509.362,3739414.918,2783236.054,1890190.379,2912337.678
O00182,LGALS9,12430999.02,25337815.81,16505668.38,14251121.02,17131401.06
P18827,SDC1,3748772.337,4703731.153,4211649.718,4197521.281,4215418.622
P11234,RALB,49406032.74,47670736.48,42670021.56,37018105.77,44191224.14
Q8N6T3,ARFGAP1,24307173.35,23676193.84,28030812.21,23935330.42,24987377.46
P22102,GART,86034271.75,112715144.4,110726700,106122952.4,103899767.2
Q9HCE1,MOV10,35740015.04,37599941.18,38358928.37,39149326.35,37712052.73
P54652,HSPA2,14838377.11,21695688.22,25770508.57,27561243.2,22466454.27
Q9BTT0,ANP32E,13534353.25,19492602.8,16683878.92,15086794.57,16199407.39
Q8WW59,SPRYD4,3879892.393,5089978.75,10037493.05,12245088.53,7813113.18
Q6PJG6,BRAT1,5264081.216,6530062.223,6043817.632,5972353.171,5952578.561
Q2TAZ0,ATG2A,401180.9679,1908741.197,896546.3362,1580765.673,1196808.543
O75170,PPP6R2,1220864.182,2333011.327,2395484.502,2516753.75,2116528.44
O60306,AQR,13871040.95,17983652.34,16266140.32,15613579.44,15933603.27
Q99570,PIK3R4,6629646.847,8805678.732,8615381.546,9255229.747,8326484.218
Q99757,TXN2,6271012.464,10209671.82,10856098.55,11496888.48,9708417.829
Q5VU43,PDE4DIP; LOC653513,1606150.818,1472951.221,1754144.478,1470644.426,1575972.736
Q96N67,DOCK7,67180548.23,72106223.43,72337209.26,71287020.83,70727750.44
Q9Y315,DERA,2844717.168,4522926.693,4551881.192,4700097.039,4154905.523
P29372,MPG,8207478.018,9286254.128,8535876.204,7309688.496,8334824.212
Q13190,STX5,16228613.72,17003030.08,19595454.67,18254333.11,17770357.89
Q9P2K5,MYEF2,4801323.373,6024248.842,7082670.195,6757461.673,6166426.021
Q76M96,CCDC80,752100.6114,407225.6599,674758.7257,778113.8202,653049.7043
P20700,LMNB1,336784931.4,280867667.7,245748551.7,246412162.4,277453328.3
O14579,COPE,53430708.05,60333988.99,64397981.65,56324927.72,58621901.6
P62136,PPP1CA,147198602.6,175098391.1,172551803.6,182463700.4,169328124.4
Q14999,CUL7,1182361.145,1752275.131,2227509.396,2196793.082,1839734.688
Q15022,SUZ12,2338478.5,1121161.8,1660240.016,648404.1591,1442071.119
O00148,DDX39A,26794719.65,35019105.56,34922755.75,31742643.02,32119806
Q9GZS3,WDR61,31875269.7,36864716.27,34806562.52,33366409.32,34228239.45
P18433,PTPRA,2016421.815,2239939.892,2772257.484,2220473.33,2312273.13
P51571,SSR4,173861819.9,195954380,201390285.5,206399971,194401614.1
Q9UHB9,SRP68,91738741.18,86099698.95,76669063.08,75663057.36,82542640.14
P62841,RPS15,101900059.8,77200053.77,57904488.85,55649788.07,73163597.63
Q9Y4E1,FAM21C; WASHC2C,835694.3018,965505.2638,500646.1909,987190.6781,822259.1087
O43819,SCO2,7430987.032,4898396.702,3452208.327,3150889.288,4733120.337
Q9NRD1,FBXO6,697861.8788,2399191.657,2378885.503,2505546.601,1995371.41
P0DI82,TRAPPC2; TRAPPC2P1; TRAPPC2B; ZNF547,1374547.273,2340191.425,2258759.696,1572834.759,1886583.288
P54709,ATP1B3,104997967,136602541.5,146620043.8,138497425.7,131679494.5
Q96FQ6,S100A16,37392618,23348031.57,14074468.49,14871444.12,22421640.55
O15294,OGT,18850632.3,23932723.97,21904224.34,20329971.18,21254387.95
Q8IZ81,ELMOD2,8242310.657,10351716.34,12211478.64,12243250.57,10762189.05
Q9H9Y2,RPF1,1896572.086,1960745.745,1595994.41,1486168.518,1734870.189
P17655,CAPN2,279077845.5,248550954.5,233486708.1,230605814.2,247930330.6
Q9BVJ6,UTP14A,15582684.8,11774822.3,9098898.742,10243214.52,11674905.09
Q6UXH8,CCBE1,2967486.41,2010069.648,1374867.838,772933.299,1781339.299
Q01650,SLC7A5,13374599.56,8107840.19,7429752.415,8609224.464,9380354.157
Q9Y678,COPG1,260000021.3,239899301.2,210955064.5,204187770.1,228760539.3
Q96DF8,DGCR14; ESS2,164199.8132,330752.7436,198259.5055,261549.8253,238690.4719
O14950,MYL12B; MYL12A,530194361.8,552078479.7,565654973.4,540359875,547071922.5
O75190,DNAJB6,14589030.43,15118895.66,7216949.299,7028002.843,10988219.56
P08651,NFIC,12797388.74,10334029.1,8509646.036,7478230.064,9779823.484
P61769,B2M,126267591.6,95913223.57,67173294.23,65360203.22,88678578.16
Q8IXI1,RHOT2,30131920.71,32808087.24,39925586.68,44121438.1,36746758.18
Q15345,LRRC41,282862.0368,355955.8769,383469.2962,583281.1465,401392.0891
Q15059,BRD3,1226173.215,1595499.863,1449858.074,2262197.986,1633432.284
Q9Y2D5,AKAP2; PALM2-AKAP2,127812507.2,103857038.4,88641823.49,77773774.47,99521285.9
Q9UP83,COG5,14477720.45,14702701.55,13096530.84,12914048.01,13797750.21
Q8WWX9,SELM; SELENOM,7432287.641,7530618.205,8851380.516,8601298.811,8103896.293
P62829,RPL23,258708362,293906148.7,281943220,271002660.7,276390097.9
Q9UKS6,PACSIN3,8666014.547,13100226.57,14751223.25,15914432.72,13107974.27
Q14197,ICT1; MRPL58,4674864.352,5145009.283,6046955.588,5655133.534,5380490.689
P47985,UQCRFS1,63552145.46,47878938.69,54708256.19,59814081.86,56488355.55
O15431,SLC31A1,8508460.759,9929825.636,10638424.89,10627400.24,9926027.882
Q96S97,MYADM,27153431.73,23998416.35,23840677.78,22652194.25,24411180.03
Q96AE7,TTC17,3630767.801,2948325.593,3573213.986,2622881.439,3193797.205
Q8IZD4,DCP1B,312746.2109,447693.992,500265.5751,409148.63,417463.602
Q86YB8,ERO1LB; ERO1B,817221.7792,3044164.646,3416635.071,4036635.08,2828664.144
Q14146,URB2,1600054.7,2268167.082,1528615.804,1419168.879,1704001.616
Q9BVQ7,SPATA5L1,1411894.624,2036258.424,2269390.377,2226847.316,1986097.685
