accession,genename,GOIDs,localizations,organism,type
P18827,SDC1,GO:0001523; GO:0001657; GO:0005796; GO:0005886; GO:0005887; GO:0006024; GO:0006027; GO:0006954; GO:0008022; GO:0009897; GO:0009986; GO:0016477; GO:0019221; GO:0032991; GO:0042060; GO:0042476; GO:0042542; GO:0042802; GO:0043202; GO:0048627; GO:0050900; GO:0051384; GO:0051591; GO:0051592; GO:0055002; GO:0060009; GO:0060070; GO:0070062; GO:1903543; GO:1903553,Membrane; Secreted; Exosome,Homo sapiens (Human),Background Only
O00182,LGALS9,GO:0002519; GO:0005534; GO:0005615; GO:0005634; GO:0005737; GO:0005829; GO:0006935; GO:0006954; GO:0007565; GO:0010628; GO:0010629; GO:0016936; GO:0019899; GO:0030246; GO:0032496; GO:0032682; GO:0032689; GO:0032720; GO:0032753; GO:0032834; GO:0038066; GO:0043123; GO:0043305; GO:0045953; GO:0046007; GO:0046598; GO:0048030; GO:0050718; GO:0051092; GO:0060135; GO:0062023; GO:0070241; GO:0070371; GO:0070374; GO:0070555; GO:0071346; GO:0071636; GO:0071639; GO:0098586; GO:1901224; GO:1902715; GO:1904469; GO:2000484; GO:2000510; GO:2000562; GO:2000563; GO:2000667; GO:2000670; GO:2000778; GO:2001181; GO:2001184; GO:2001190; GO:2001200; GO:2001269,Cytoplasm; Nucleus; Secreted,Homo sapiens (Human),Background Only
Q8N3F8,MICALL1,GO:0005770; GO:0006612; GO:0006897; GO:0006898; GO:0017137; GO:0019898; GO:0031175; GO:0031902; GO:0032458; GO:0036010; GO:0042802; GO:0045296; GO:0046872; GO:0055038; GO:0070300; GO:0097320; GO:1990090; GO:1990126,Recycling endosome membrane; Late endosome membrane,Homo sapiens (Human),Background Only
Q8NBK3,SUMF1,GO:0005783; GO:0005788; GO:0006687; GO:0016491; GO:0018158; GO:0042803; GO:0043687; GO:0120147; GO:1903135,Endoplasmic reticulum lumen,Homo sapiens (Human),Background Only
Q8IYS1,PM20D2,GO:0005654; GO:0006508; GO:0016805; GO:0032268,,Homo sapiens (Human),Background Only
Q8TCE6,FAM45A,,,Homo sapiens (Human),Background Only
Q9H1C3,GLT8D2,GO:0005794; GO:0016021; GO:0016757,Membrane,Homo sapiens (Human),Background Only
Q9NRA8,EIF4ENIF1,GO:0000932; GO:0003723; GO:0003729; GO:0005049; GO:0005634; GO:0005737; GO:0005829; GO:0015031; GO:0016020; GO:0016605; GO:0016607; GO:0017148; GO:0019827; GO:0043231; GO:0045665,Cytoplasm; Nucleus; PML body; Nucleus speckle,Homo sapiens (Human),Background Only
P22102,GART,GO:0003360; GO:0004637; GO:0004641; GO:0004644; GO:0005524; GO:0005829; GO:0006164; GO:0006189; GO:0006544; GO:0009168; GO:0010033; GO:0010035; GO:0021549; GO:0021987; GO:0046084; GO:0046654; GO:0046872; GO:0070062,,Homo sapiens (Human),Background Only
Q07812,BAX,GO:0001541; GO:0001764; GO:0001777; GO:0001782; GO:0001783; GO:0001822; GO:0001836; GO:0001844; GO:0001974; GO:0002262; GO:0002352; GO:0002358; GO:0002904; GO:0005634; GO:0005635; GO:0005737; GO:0005739; GO:0005741; GO:0005757; GO:0005783; GO:0005789; GO:0005829; GO:0006367; GO:0006687; GO:0006808; GO:0006915; GO:0006919; GO:0006977; GO:0007281; GO:0008053; GO:0008289; GO:0008625; GO:0008630; GO:0008635; GO:0008637; GO:0009566; GO:0009636; GO:0009651; GO:0010248; GO:0010332; GO:0010917; GO:0015267; GO:0016020; GO:0016032; GO:0021854; GO:0021987; GO:0030544; GO:0032091; GO:0032461; GO:0032469; GO:0032471; GO:0032976; GO:0033137; GO:0033599; GO:0034620; GO:0034644; GO:0035234; GO:0042475; GO:0042802; GO:0042803; GO:0042981; GO:0043065; GO:0043496; GO:0043497; GO:0043524; GO:0043525; GO:0043653; GO:0045136; GO:0046666; GO:0046930; GO:0046982; GO:0048087; GO:0048147; GO:0048515; GO:0048597; GO:0048678; GO:0048873; GO:0051087; GO:0051259; GO:0051260; GO:0051281; GO:0051402; GO:0051434; GO:0051881; GO:0060011; GO:0060041; GO:0060058; GO:0060068; GO:0070059; GO:0070062; GO:0070242; GO:0070584; GO:0072332; GO:0090200; GO:0097136; GO:0097144; GO:0097190; GO:0097191; GO:0097192; GO:0097193; GO:0097296; GO:1900103; GO:1901030; GO:1902262; GO:1902263; GO:1902445; GO:1902512; GO:1903896; GO:1990117; GO:2001234; GO:2001244,Mitochondrion outer membrane; Cytoplasm,Homo sapiens (Human),Both
A1L188,NDUFAF8,GO:0005739; GO:0032981,Mitochondrion,Homo sapiens (Human),Background Only
Q9GZQ8,MAP1LC3B,GO:0000045; GO:0000421; GO:0000422; GO:0005622; GO:0005739; GO:0005776; GO:0005829; GO:0005874; GO:0005930; GO:0006914; GO:0006995; GO:0008017; GO:0009267; GO:0012505; GO:0016236; GO:0031090; GO:0031410; GO:0031625; GO:0097352,Cytoplasm; Cytoskeleton; Endomembrane system; Cytoplasmic vesicle; Autophagosome membrane; Autophagosome,Homo sapiens (Human),Background Only
Q8IUC4,RHPN2,GO:0005829; GO:0007165; GO:0048471,Cytoplasm; Perinuclear region,Homo sapiens (Human),Background Only
O14569,CYB561D2,GO:0004322; GO:0005783; GO:0005789; GO:0016021; GO:0020037; GO:0030659; GO:0031982; GO:0046872,Cytoplasmic vesicle membrane; Endoplasmic reticulum membrane,Homo sapiens (Human),Background Only
O14683,TP53I11,GO:0008285; GO:0016021,Membrane,Homo sapiens (Human),Background Only
P19105,MYL12A,GO:0005509; GO:0005829; GO:0006936; GO:0016459; GO:0070062; GO:0070527,,Homo sapiens (Human),Background Only
O15431,SLC31A1,GO:0005375; GO:0005770; GO:0005886; GO:0005887; GO:0006825; GO:0006855; GO:0006878; GO:0042802; GO:0043025; GO:0055037; GO:0072719; GO:0098705,Cell membrane,Homo sapiens (Human),Background Only
O43325,LYRM1,GO:0005654; GO:0030496,Nucleus,Homo sapiens (Human),Background Only
O43760,SYNGR2,GO:0005811; GO:0016021; GO:0030054; GO:0030672; GO:0031594; GO:0045055; GO:0048499; GO:0070062,Cytoplasmic vesicle membrane; Cytoplasmic vesicle; Secretory vesicle; Synaptic vesicle membrane; Lipid droplet,Homo sapiens (Human),Background Only
O75438,NDUFB1,GO:0005739; GO:0005743; GO:0005747; GO:0006120; GO:0008137; GO:0016021; GO:0016607; GO:0032981,Mitochondrion inner membrane,Homo sapiens (Human),Background Only
Q8WXF0,SRSF12,GO:0000244; GO:0000381; GO:0000395; GO:0003723; GO:0005634; GO:0005654; GO:0016607; GO:0045292; GO:0048025; GO:0050733; GO:0051082,Nucleus,Homo sapiens (Human),Background Only
O75600,GCAT,GO:0005654; GO:0005739; GO:0005743; GO:0006520; GO:0008890; GO:0009058; GO:0016607; GO:0019518; GO:0030170,Mitochondrion; Nucleus,Homo sapiens (Human),Background Only
O75629,CREG1,GO:0003714; GO:0005576; GO:0005615; GO:0005667; GO:0006357; GO:0007275; GO:0008134; GO:0035578; GO:0040008; GO:0043312; GO:0048037; GO:0070062,Secreted,Homo sapiens (Human),Background Only
O75762,TRPA1,GO:0005886; GO:0005887; GO:0006811; GO:0007166; GO:0009409; GO:0010033; GO:0014070; GO:0015267; GO:0015278; GO:0019233; GO:0032421; GO:0042542; GO:0042802; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0051289; GO:0070588; GO:0097604,Cell membrane,Homo sapiens (Human),Background Only
O75781,PALM,GO:0005634; GO:0005886; GO:0007010; GO:0007193; GO:0007194; GO:0008360; GO:0014069; GO:0016323; GO:0016327; GO:0030424; GO:0031235; GO:0031410; GO:0031527; GO:0031750; GO:0032591; GO:0043231; GO:0051491; GO:0060074; GO:0060160; GO:0071257; GO:0072659,Cell membrane; Cell projection; Filopodium membrane; Axon; Dendrite; Dendritic spine; Basolateral cell membrane; Apicolateral cell membrane,Homo sapiens (Human),Background Only
E9PQ53,NDUFC2-KCTD14,GO:0005739; GO:0005747; GO:0006120; GO:0008137; GO:0016021,Mitochondrion inner membrane,Homo sapiens (Human),Background Only
P01889,HLA-B,GO:0000139; GO:0002474; GO:0002479; GO:0002480; GO:0002667; GO:0005102; GO:0005783; GO:0005794; GO:0005886; GO:0005887; GO:0006955; GO:0009986; GO:0012507; GO:0016020; GO:0016032; GO:0030667; GO:0030670; GO:0031901; GO:0032655; GO:0032675; GO:0042270; GO:0042605; GO:0042612; GO:0043312; GO:0050776; GO:0055038; GO:0060333; GO:0060337; GO:0070062; GO:0071556; GO:2001198,Membrane,Homo sapiens (Human),Background Only
P80297,MT1X,GO:0005634; GO:0005737; GO:0006882; GO:0008270; GO:0010038; GO:0010273; GO:0036018; GO:0045926; GO:0046872; GO:0048471; GO:0071276; GO:0071280; GO:0071294,,Homo sapiens (Human),Background Only
P03928,MT-ATP8,GO:0000276; GO:0005743; GO:0005753; GO:0006754; GO:0015078; GO:0016021; GO:0022857; GO:0042407; GO:0042776,Mitochondrion membrane,Homo sapiens (Human),Background Only
P05976,MYL1,GO:0005509; GO:0005829; GO:0005859; GO:0006936; GO:0008307; GO:0030016; GO:0030017; GO:0030049; GO:0060048,,Homo sapiens (Human),Background Only
P07919,UQCRH,GO:0005739; GO:0005743; GO:0005746; GO:0005750; GO:0006119; GO:0006122; GO:0008121; GO:0009060; GO:0055114,Mitochondrion inner membrane,Homo sapiens (Human),Both
NA,,,,,Background Only
P10321,HLA-C,GO:0000139; GO:0002474; GO:0002479; GO:0002480; GO:0005783; GO:0005794; GO:0005886; GO:0009986; GO:0012507; GO:0030667; GO:0030670; GO:0031901; GO:0042605; GO:0042612; GO:0043312; GO:0050776; GO:0055038; GO:0060333; GO:0060337; GO:0070062; GO:0071556,Membrane,Homo sapiens (Human),Background Only
P10909,CLU,GO:0000902; GO:0001540; GO:0001774; GO:0001836; GO:0002434; GO:0002576; GO:0005102; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0005739; GO:0005743; GO:0005794; GO:0005829; GO:0006629; GO:0006956; GO:0006958; GO:0009615; GO:0009986; GO:0010628; GO:0017038; GO:0019730; GO:0030449; GO:0031093; GO:0031625; GO:0032286; GO:0032436; GO:0032463; GO:0032464; GO:0032760; GO:0032991; GO:0034366; GO:0042127; GO:0042583; GO:0043065; GO:0043231; GO:0043691; GO:0044877; GO:0045087; GO:0045202; GO:0045429; GO:0046982; GO:0048156; GO:0048260; GO:0048471; GO:0050750; GO:0050821; GO:0051082; GO:0051087; GO:0051092; GO:0051131; GO:0051787; GO:0051788; GO:0060548; GO:0061077; GO:0061518; GO:0061740; GO:0061741; GO:0062023; GO:0070062; GO:0072562; GO:0090201; GO:0097193; GO:0097418; GO:0097440; GO:0099020; GO:1900221; GO:1901214; GO:1901216; GO:1902004; GO:1902230; GO:1902430; GO:1902847; GO:1902949; GO:1902998; GO:1903573; GO:1905892; GO:1905895; GO:1905907; GO:1905908; GO:2000060; GO:2001244,Secreted; Cytoplasm; Nucleus; Mitochondrion membrane; Cytosol; Microsome; Endoplasmic reticulum; Mitochondrion; Perinuclear region; Cytoplasmic vesicle; Secretory vesicle; Chromaffin granule,Homo sapiens (Human),Background Only
NA,,,,,Background Only
P15309,ACPP,GO:0003993; GO:0005615; GO:0005634; GO:0005765; GO:0005886; GO:0006144; GO:0006772; GO:0008253; GO:0009117; GO:0012506; GO:0016021; GO:0016311; GO:0016791; GO:0030175; GO:0035577; GO:0042131; GO:0042802; GO:0042803; GO:0043312; GO:0046085; GO:0051289; GO:0051930; GO:0052642; GO:0060168; GO:0070062,Secreted; Cell membrane; Lysosome membrane,Homo sapiens (Human),Background Only
P17066,HSPA6,GO:0005524; GO:0005576; GO:0005634; GO:0005737; GO:0005814; GO:0005829; GO:0006986; GO:0016887; GO:0019899; GO:0031072; GO:0032991; GO:0034605; GO:0034620; GO:0034774; GO:0042026; GO:0042623; GO:0043312; GO:0044183; GO:0051082; GO:0051085; GO:0051787; GO:0070062; GO:0072562; GO:1904813,,Homo sapiens (Human),Background Only
P18564,ITGB6,GO:0001618; GO:0005178; GO:0005654; GO:0005813; GO:0005886; GO:0005925; GO:0006954; GO:0007155; GO:0007160; GO:0007229; GO:0008305; GO:0009897; GO:0016477; GO:0030054; GO:0030198; GO:0033627; GO:0034685; GO:0038023; GO:0038044; GO:0043235; GO:1901388,Membrane; Cell junction; Focal adhesion,Homo sapiens (Human),Background Only
P20336,RAB3A,GO:0001669; GO:0001671; GO:0001778; GO:0003016; GO:0003924; GO:0005525; GO:0005764; GO:0005768; GO:0005829; GO:0005886; GO:0006886; GO:0006887; GO:0006904; GO:0007005; GO:0007269; GO:0007274; GO:0007409; GO:0008021; GO:0008022; GO:0009306; GO:0009791; GO:0010807; GO:0014047; GO:0016079; GO:0016188; GO:0017157; GO:0030324; GO:0030424; GO:0030667; GO:0030742; GO:0031489; GO:0031630; GO:0031982; GO:0032418; GO:0032482; GO:0032991; GO:0036465; GO:0043195; GO:0043312; GO:0043687; GO:0045054; GO:0045055; GO:0045921; GO:0048172; GO:0048471; GO:0048489; GO:0048786; GO:0048790; GO:0050975; GO:0051021; GO:0051117; GO:0051602; GO:0060201; GO:0060203; GO:0060478; GO:0061202; GO:0061670; GO:0070083; GO:0072659; GO:0097091; GO:0098993; GO:1903307; GO:1903561; GO:1905684,Cytoplasm; Cytosol; Lysosome; Cytoplasmic vesicle; Secretory vesicle; Cell membrane,Homo sapiens (Human),Background Only
P21246,PTN,GO:0001889; GO:0002232; GO:0002690; GO:0004864; GO:0005178; GO:0005576; GO:0005604; GO:0005615; GO:0005783; GO:0005886; GO:0007185; GO:0007229; GO:0007399; GO:0007406; GO:0007507; GO:0007612; GO:0007613; GO:0008083; GO:0008201; GO:0008284; GO:0008360; GO:0009986; GO:0010594; GO:0010811; GO:0010976; GO:0010996; GO:0014823; GO:0016525; GO:0019901; GO:0021510; GO:0021549; GO:0021794; GO:0030282; GO:0030324; GO:0030336; GO:0030501; GO:0031104; GO:0031594; GO:0031641; GO:0032355; GO:0032570; GO:0032991; GO:0034644; GO:0035373; GO:0035374; GO:0036120; GO:0038085; GO:0042246; GO:0043065; GO:0043113; GO:0043932; GO:0044849; GO:0045446; GO:0045545; GO:0045778; GO:0045837; GO:0046697; GO:0048167; GO:0048471; GO:0048477; GO:0048680; GO:0048714; GO:0050680; GO:0051781; GO:0060221; GO:0060253; GO:0060291; GO:0071305; GO:0071456; GO:0072201; GO:0098793; GO:0098794; GO:0140059; GO:1900006; GO:1900272; GO:1903706; GO:1904373; GO:1904389; GO:1904391; GO:1904395; GO:1904397; GO:1904399; GO:1990089; GO:2000036; GO:2000347; GO:2000738,Secreted,Homo sapiens (Human),Background Only
P24310,COX7A1,GO:0002082; GO:0004129; GO:0005739; GO:0005746; GO:0006091; GO:0016021; GO:0097250,Mitochondrion inner membrane,Homo sapiens (Human),Background Only
P24311,COX7B,GO:0004129; GO:0005743; GO:0005746; GO:0006123; GO:0007417; GO:0016021; GO:0045277,Mitochondrion inner membrane,Homo sapiens (Human),Background Only
P24557,TBXAS1,GO:0004497; GO:0004796; GO:0005506; GO:0005789; GO:0006690; GO:0016021; GO:0016705; GO:0019371; GO:0020037; GO:0036134,Endoplasmic reticulum membrane,Homo sapiens (Human),Background Only
P24593,IGFBP5,GO:0001558; GO:0001649; GO:0001968; GO:0005576; GO:0005615; GO:0005788; GO:0007165; GO:0007565; GO:0007568; GO:0014912; GO:0016942; GO:0017148; GO:0030336; GO:0031069; GO:0031994; GO:0031995; GO:0035556; GO:0042567; GO:0042593; GO:0043567; GO:0043568; GO:0043569; GO:0043687; GO:0044267; GO:0044342; GO:0045668; GO:0045926; GO:0048286; GO:0048662; GO:0051146; GO:0051897; GO:0060056; GO:0060416; GO:0071320; GO:0071407; GO:1901862; GO:1904205; GO:1904707; GO:1904754,Secreted,Homo sapiens (Human),Background Only
P27658,COL8A1,GO:0001525; GO:0005201; GO:0005576; GO:0005591; GO:0005615; GO:0005788; GO:0007155; GO:0010811; GO:0030198; GO:0031012; GO:0035987; GO:0048593; GO:0050673; GO:0062023,Secreted; Extracellular space; Extracellular matrix; Basement membrane,Homo sapiens (Human),Background Only
P31947,SFN,GO:0000079; GO:0001836; GO:0003334; GO:0005615; GO:0005634; GO:0005739; GO:0005829; GO:0006469; GO:0006977; GO:0007165; GO:0008426; GO:0008630; GO:0010482; GO:0010839; GO:0019901; GO:0019904; GO:0030307; GO:0031424; GO:0042802; GO:0043154; GO:0045296; GO:0045606; GO:0046827; GO:0051219; GO:0061024; GO:0061436; GO:0070062; GO:1900740,Cytoplasm; Nucleus; Secreted,Homo sapiens (Human),Background Only
NA,,,,,Background Only
P35475,IDUA,GO:0003940; GO:0005102; GO:0005984; GO:0006027; GO:0030135; GO:0030207; GO:0030209; GO:0030211; GO:0043202; GO:0070062,Lysosome,Homo sapiens (Human),Background Only
P35527,KRT9,GO:0005200; GO:0005615; GO:0005634; GO:0005829; GO:0005882; GO:0007283; GO:0008544; GO:0016020; GO:0031424; GO:0043588; GO:0045109; GO:0070062; GO:0070268,,Homo sapiens (Human),Background Only
P36406,TRIM23,GO:0000139; GO:0003676; GO:0003924; GO:0004842; GO:0005525; GO:0005634; GO:0005737; GO:0005765; GO:0005794; GO:0005886; GO:0006886; GO:0006893; GO:0008047; GO:0008270; GO:0016032; GO:0016192; GO:0016567; GO:0019003; GO:0042802; GO:0045087,Cytoplasm; Endomembrane system; Golgi apparatus membrane; Lysosome membrane,Homo sapiens (Human),Background Only
P37059,HSD17B2,GO:0001701; GO:0001890; GO:0004303; GO:0005789; GO:0006703; GO:0016021; GO:0032526; GO:0047006; GO:0047035,Membrane,Homo sapiens (Human),Background Only
P42702,LIFR,GO:0001959; GO:0004896; GO:0004923; GO:0005127; GO:0005886; GO:0005887; GO:0007166; GO:0008284; GO:0009897; GO:0019221; GO:0019838; GO:0019955; GO:0034097; GO:0038165; GO:0043235; GO:0048861; GO:0070062; GO:0070120,Cell membrane; Secreted,Homo sapiens (Human),Background Only
P49184,DNASE1L1,GO:0000737; GO:0003677; GO:0004530; GO:0004536; GO:0005576; GO:0005634; GO:0005783; GO:0006259; GO:0006308; GO:0035580; GO:0043312,Endoplasmic reticulum,Homo sapiens (Human),Background Only
P50895,BCAM,GO:0004888; GO:0005055; GO:0005576; GO:0005886; GO:0005887; GO:0007155; GO:0007160; GO:0007165; GO:0008022; GO:0009897; GO:0043236; GO:0062023; GO:0070062,Membrane,Homo sapiens (Human),Background Only
P54707,ATP12A,GO:0005391; GO:0005524; GO:0005886; GO:0005889; GO:0006883; GO:0006885; GO:0008900; GO:0016323; GO:0030007; GO:0034220; GO:0036376; GO:0046872; GO:1902600; GO:1990573,Membrane,Homo sapiens (Human),Background Only
P54852,EMP3,GO:0005886; GO:0008219; GO:0016021; GO:0032060,Membrane,Homo sapiens (Human),Background Only
P60602,ROMO1,GO:0001302; GO:0005739; GO:0005744; GO:0008284; GO:0016021; GO:0030150; GO:0031640; GO:0034614; GO:0042742; GO:0045039; GO:0050829; GO:0050830; GO:0051715; GO:0061844; GO:2000379,Mitochondrion inner membrane,Homo sapiens (Human),Background Only
P61077,UBE2D3,GO:0000122; GO:0000151; GO:0000209; GO:0002756; GO:0004842; GO:0005524; GO:0005654; GO:0005829; GO:0005886; GO:0006281; GO:0006464; GO:0006511; GO:0006513; GO:0006625; GO:0006915; GO:0010008; GO:0016567; GO:0030509; GO:0031625; GO:0035666; GO:0043161; GO:0051865; GO:0061631; GO:0070062; GO:0070936; GO:0070979; GO:1903955,Cell membrane; Endosome membrane,Homo sapiens (Human),Background Only
P84077,ARF1,GO:0000139; GO:0000287; GO:0002090; GO:0003723; GO:0003924; GO:0005525; GO:0005737; GO:0005770; GO:0005778; GO:0005794; GO:0005802; GO:0005829; GO:0005886; GO:0005925; GO:0006661; GO:0006878; GO:0006886; GO:0006893; GO:0007015; GO:0014069; GO:0016192; GO:0019003; GO:0019886; GO:0019904; GO:0030017; GO:0030137; GO:0031252; GO:0032991; GO:0034315; GO:0034379; GO:0035722; GO:0043005; GO:0045211; GO:0045807; GO:0045956; GO:0046982; GO:0048471; GO:0050690; GO:0050714; GO:0055108; GO:0060292; GO:0060999; GO:0070062; GO:0070142; GO:0097061; GO:0097212; GO:0098586; GO:0098974; GO:0098978; GO:1902307; GO:1902824; GO:1902953; GO:1903725; GO:1990386; GO:1990583,Golgi apparatus; Cytoplasm; Perinuclear region; Cell junction; Synapse; Synaptosome; Postsynaptic cell membrane; Postsynaptic density; Membrane; trans-Golgi network membrane,Homo sapiens (Human),Background Only
P61266,STX1B,GO:0000149; GO:0001956; GO:0005102; GO:0005484; GO:0005634; GO:0005652; GO:0005654; GO:0005737; GO:0005813; GO:0005815; GO:0005819; GO:0005829; GO:0005886; GO:0006886; GO:0006887; GO:0006904; GO:0006906; GO:0008021; GO:0010468; GO:0010807; GO:0010977; GO:0012505; GO:0016020; GO:0016021; GO:0016081; GO:0019901; GO:0019904; GO:0030424; GO:0031201; GO:0031594; GO:0031629; GO:0042734; GO:0048278; GO:0048787; GO:0048791; GO:0060025; GO:0061669; GO:0098967; GO:1903422; GO:1904050; GO:1905302; GO:2000463,Membrane; Nucleus; Cytoplasm; Cytoskeleton; Microtubule organizing center; Centrosome; Spindle,Homo sapiens (Human),Background Only
P63261,ACTG1,GO:0001895; GO:0005200; GO:0005522; GO:0005524; GO:0005615; GO:0005634; GO:0005829; GO:0005856; GO:0005884; GO:0005886; GO:0005925; GO:0016020; GO:0030016; GO:0031625; GO:0031941; GO:0034329; GO:0038096; GO:0042802; GO:0044305; GO:0045214; GO:0045335; GO:0048013; GO:0048488; GO:0061024; GO:0070062; GO:0070527; GO:0071346; GO:0072562; GO:0097433; GO:0098685; GO:0098973,Cytoplasm; Cytoskeleton,Homo sapiens (Human),Background Only
P63313,TMSB10,GO:0003785; GO:0005737; GO:0005856; GO:0007015; GO:0030334; GO:0042989,Cytoplasm; Cytoskeleton,Homo sapiens (Human),Background Only
P86791,CCZ1,GO:0005085; GO:0005765; GO:0005829; GO:0016192; GO:0016235; GO:0035658; GO:0043231,Lysosome membrane,Homo sapiens (Human),Background Only
Q01081,U2AF1,GO:0000398; GO:0003723; GO:0005654; GO:0005681; GO:0006397; GO:0006405; GO:0006406; GO:0008380; GO:0015030; GO:0016607; GO:0030628; GO:0031124; GO:0046872; GO:0071013; GO:0089701,Nucleus; Nucleus speckle,Homo sapiens (Human),Background Only
P13164,IFITM1,GO:0001503; GO:0005886; GO:0007166; GO:0008285; GO:0009615; GO:0016020; GO:0016021; GO:0030336; GO:0032991; GO:0034341; GO:0035455; GO:0035456; GO:0045071; GO:0045669; GO:0046597; GO:0050776; GO:0051607; GO:0060337,Cell membrane,Homo sapiens (Human),Background Only
P52895,AKR1C2,GO:0004032; GO:0005829; GO:0006693; GO:0007186; GO:0007586; GO:0008106; GO:0008202; GO:0008284; GO:0016229; GO:0016491; GO:0016655; GO:0018636; GO:0030855; GO:0031406; GO:0032052; GO:0042448; GO:0044597; GO:0044598; GO:0047086; GO:0047115; GO:0051897; GO:0055114; GO:0071395; GO:0071799,Cytoplasm,Homo sapiens (Human),Background Only
Q08554,DSC1,GO:0001533; GO:0005509; GO:0005886; GO:0005911; GO:0005921; GO:0007156; GO:0016020; GO:0016021; GO:0030057; GO:0031424; GO:0043312; GO:0070062; GO:0070268; GO:0098609; GO:0101003,Cell membrane; Cell junction; Desmosome,Homo sapiens (Human),Background Only
Q13576,IQGAP2,GO:0003779; GO:0005095; GO:0005516; GO:0005547; GO:0005737; GO:0005829; GO:0005874; GO:0005886; GO:0005902; GO:0007165; GO:0009986; GO:0015629; GO:0017048; GO:0030027; GO:0030175; GO:0030667; GO:0034314; GO:0043312; GO:0048365; GO:0051015; GO:0070062; GO:0070493; GO:0071933,,Homo sapiens (Human),Background Only
Q13885,TUBB2A,GO:0000226; GO:0000278; GO:0003924; GO:0005200; GO:0005525; GO:0005634; GO:0005737; GO:0005874; GO:0007017; GO:0070062; GO:1903561,Cytoplasm; Cytoskeleton,Homo sapiens (Human),Background Only
Q14126,DSG2,GO:0001533; GO:0002934; GO:0003165; GO:0005509; GO:0005886; GO:0005911; GO:0007155; GO:0007156; GO:0009986; GO:0014704; GO:0016021; GO:0016324; GO:0016328; GO:0030054; GO:0030057; GO:0031424; GO:0032570; GO:0043231; GO:0050839; GO:0060135; GO:0070062; GO:0070268; GO:0086073; GO:0086083; GO:0086091; GO:0098609; GO:0098911,Cell membrane; Cell junction; Desmosome,Homo sapiens (Human),Background Only
Q15155,NOMO1,GO:0005789; GO:0016020; GO:0016021; GO:0030246,Membrane,Homo sapiens (Human),Background Only
Q16799,RTN1,GO:0000139; GO:0005783; GO:0005789; GO:0030176; GO:0030182,Endoplasmic reticulum membrane; Golgi apparatus membrane,Homo sapiens (Human),Background Only
Q3YBM2,TMEM176B,GO:0009887; GO:0016021; GO:0030154; GO:0031965; GO:2001199,Nucleus membrane,Homo sapiens (Human),Background Only
Q4ZIN3,TMEM259,GO:0005783; GO:0005789; GO:0016021; GO:0034976; GO:1901215; GO:1904294,Endoplasmic reticulum membrane,Homo sapiens (Human),Background Only
Q58DX5,NAALADL2,GO:0005654; GO:0009617; GO:0016021,Membrane,Homo sapiens (Human),Background Only
Q5EB52,MEST,GO:0005783; GO:0005789; GO:0007498; GO:0010883; GO:0016021; GO:0016787; GO:0070062,Endoplasmic reticulum membrane,Homo sapiens (Human),Background Only
Q7L523,RRAGA,GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0005764; GO:0005765; GO:0005829; GO:0006915; GO:0007050; GO:0008219; GO:0009267; GO:0010506; GO:0010507; GO:0016241; GO:0016567; GO:0019048; GO:0031625; GO:0032008; GO:0034198; GO:0034448; GO:0034613; GO:0042803; GO:0045919; GO:0046982; GO:0051219; GO:0071230; GO:1904263; GO:1990131,Cytoplasm; Nucleus; Lysosome,Homo sapiens (Human),Background Only
Q6DKK2,TTC19,GO:0000281; GO:0005739; GO:0005743; GO:0005813; GO:0030496; GO:0034551; GO:0055114; GO:0070469,Mitochondrion inner membrane,Homo sapiens (Human),Background Only
Q6P1Q0,LETMD1,GO:0005654; GO:0005739; GO:0005741; GO:0005743; GO:0016021; GO:0043022,Mitochondrion outer membrane,Homo sapiens (Human),Background Only
Q6ZT21,TMPPE,GO:0016021; GO:0016787; GO:0046872,Membrane,Homo sapiens (Human),Background Only
Q86U28,ISCA2,GO:0005198; GO:0005506; GO:0005739; GO:0005759; GO:0016226; GO:0044281; GO:0051537; GO:0051539; GO:0051604; GO:0106035,Mitochondrion,Homo sapiens (Human),Background Only
Q86XR7,TICAM2,GO:0001891; GO:0002756; GO:0005769; GO:0005770; GO:0005783; GO:0005793; GO:0005794; GO:0005886; GO:0006886; GO:0006888; GO:0006909; GO:0006954; GO:0007030; GO:0007249; GO:0010008; GO:0030134; GO:0030667; GO:0031901; GO:0031902; GO:0034128; GO:0034142; GO:0034144; GO:0034145; GO:0035666; GO:0035669; GO:0042995; GO:0043123; GO:0043312; GO:0045087; GO:0070266; GO:0071222; GO:0071650; GO:0071651; GO:0097190; GO:2000494,Cytoplasm; Golgi apparatus; Cell membrane; Endoplasmic reticulum; Early endosome membrane; Late endosome membrane; Cell projection; Phagocytic cup,Homo sapiens (Human),Background Only
Q8IVL5,P3H2,GO:0005506; GO:0005604; GO:0005783; GO:0005788; GO:0005794; GO:0008285; GO:0016529; GO:0019511; GO:0019797; GO:0031418; GO:0032963,Endoplasmic reticulum; Sarcoplasmic reticulum; Golgi apparatus,Homo sapiens (Human),Background Only
Q8N0U8,VKORC1L1,GO:0005783; GO:0005789; GO:0016021; GO:0017187; GO:0034599; GO:0042373; GO:0047057; GO:0048038,Endoplasmic reticulum membrane,Homo sapiens (Human),Background Only
